built,floor,location,parsed,price,renewed,size,text,url
1960,4,"LJ. ŠIŠKA, ŠIŠENSKA",19.02.2019 ,129000.0,,49.7,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. šiška, šišenskastrong , 49,7 m2, 1,5-sobno, zgrajeno l. 1960, 4. nad., prijetno, sončno, s pogledom na park, prodamo. cena: 129.000,00 eurdiv 
	        
                
                
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6244125  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p strong v zgornji šiškistrong  prodamo strong prijetno in svetlo 1,5-sobno stanovanje z zastekljenim balkonomstrong , v skupni izmeri 49,7 m2. nahaja se v 4. nadstropju nizkega bloka, zgrajenega leta 1960. stanovanje ima strong funkcionalno razporeditevstrong . prostori so sončni, saj so orientirani nastrong  jug.strong p 
p strong razpored prostorov:strong  predsoba, kuhinja z jedilnico in izhodom na zastekljen balkon, spalnica, kabinet  in kopalnica.p 
p v stanovanju je bila strong prenovljena strong kopalnica, vgrajena nova okna in protivlomna vhodna vrata.p 
p strong stavba je dobro vzdrževana:strong  leta 2012 je prenovljena fasada in streha.p 
p strong priključki: strong  ogrevanje - toplovod, internet – optika.p 
p strong parkiranje:strong  na skupnem parkirišču pred objektom.p 
p strong v bližini je vsa potrebna infrastruktura:strong  vrtec, osnovna šola, trgovine, knjižnica, lpp postajališča, hiter dostop do obvoznice. p 
p strong lokacija ponuja tudi veliko možnosti za sprehode v naravi,strong  saj se v bližini nahajajo rožnik, mostec in koseški bajer. p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        mp projekt d.o.o. br jezerska cesta 41br 4000 kranjbr tel.: a href= tel:031372-999  onclick= trackoutboundlink('mp projekt d.o.o. 031372-999', 'oglas-click-tel');  031372-999a p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-siska-sisenska-stanovanje_6244125/
1965,P,"LJ. ŠIŠKA, STANEŽIČE",19.02.2019 ,108000.0,,58.0,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. šiška, stanežičestrong , 58 m2, 3-sobno, zgrajeno l. 1965, adaptirano l. 2018, pp, opremljeno stanovanje v pritlični stanovanjsko poslovni hiši, ki je bilo obnovljeno 2018. 2 spalnici, dnevna soba z kuhinjo, kopalnica s tušem, wc, hodnik. fasada 10 cm izolacija, ki bo dokončana spomladi. čistilna naprava. svoj elektro števec. voda-odštevalni števec. pripada še parcela - parking v izmeri 43 m2. pravne osebe imajo možnost odbitka 22% ddv-ja. prevzem možen v roku 3. mesecev, prodamo. cena: 108.000,00 eurdiv 
	        
                
                
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6240543  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p stavba je bila zgrajena pred 1.1.1967, tako, da gradbenega dovoljenja nima, prav tako  tudi nima uporabnega dovoljenja, saj takrat ni bilo potrebno. etažna lastnina je urejena.p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        dom-in, agencija d.o.o. br stožice 29dbr 1000 ljubljanabr tel.: a href= tel:051607-577  onclick= trackoutboundlink('dom-in, agencija d.o.o. 051607-577', 'oglas-click-tel');  051607-577a , a href= tel:051607-578  onclick= trackoutboundlink('dom-in, agencija d.o.o. 051607-578', 'oglas-click-tel');  051607-578a p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-siska-stanezice-stanovanje_6240543/
1968,13,"LJ. ŠIŠKA, SPODNJA",19.02.2019 ,125000.0,,55.0,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. šiška, spodnjastrong , 55 m2, stanovanje, zgrajeno l. 1968, 1313 nad., v zgornjem nadstropju urejene stolpnice so naprodaj 4 etažne enote - 4 sobe z mini kuhinjami, v tem hodniku so le te štiri stanovanjske enote in imajo svoje skupne sanitarije (ločeni kopalnica in wc), v celoti obnovljeno, dvigalo, balkona ni, je pa v isti etaži velika skupna terasa, primerno za investicijo - donosna naložba, priporočamo ogled, prodamo. cena: 125.000,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-6  ddiv  (60 - 105 kwhm2a)
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6158835  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p obnovljeno: leta 2016 je bila v celoti obnovljena kopalnica, novi odtoki - voda za kuhinje pripeljana v vse sobe, položena nova talna obloga - vinil, zamenjana okna in vhodna vrata.p 
p stolpnica ima obnovljeno streho, v začetku leta bosta zamenjani obe dvigali, za obnov fasade se še zbirajo sredstva.p 

p pogoj prodajalca – plačil za posredovanje se razdeli tako, da kupec prevzame del stroškov za posredovane v višini 2% + ddv od pogodbeno dogovorjene vrednosti.p 
div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        eventum d.o.o. br preserje 22br 1352 preserjebr tel.: a href= tel:040829-999  onclick= trackoutboundlink('eventum d.o.o. 040829-999', 'oglas-click-tel');  040829-999a p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-siska-spodnja-stanovanje_6158835/
1986,5,"LJ. ŠIŠKA, SMRTNIKOVA",19.02.2019 ,125000.0,,46.5,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. šiška, smrtnikovastrong , 46,5 m2, 1-sobno, v stavbi zgrajeni l. 1986, 512 nad., uporabna površina 37,40 m2, balkon 6,50 m2, shramba 2,60 m2, vsi priključki, v bližini vsa infrastruktura, parkiranje pred blokom in v skupnih garažah, prodamo. cena: 125.000,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-5  cdiv  (35 - 60 kwhm2a)
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6239309  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p stanovanje obsega hodnik, kopalnico, kuhinjo, dnevno sobo z izhodom na balkon. ločen spalni del v dnevni sobi (pregrajeno deloma s knaufom in deloma z omarami). balkon je možno zastekliti in s tem pridobiti dodatno sobo. stanovanje je primerno za bivanje vendar je potrebno s časoma obnoviti kopalnico, talne obloge in eno okno. lasten števec za vodo. skupna kolesarnica. povprečni mesečni stroški: 150 eur. zahodna lega z rahlim nagibom na sever. zelo svetlo in sončno. vpisano v zemljiško knjigo, takoj vseljivo.p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        zasebna ponudbabr tel.: a href= tel:040914-914  onclick= trackoutboundlink('0.zasebna ponudba 040914-914', 'oglas-click-tel');  040914-914a p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-siska-smrtnikova-stanovanje_6239309/
1895,1,"LJ. ŠIŠKA, SMREKARJEVA",19.02.2019 ,134000.0,,63.0,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. šiška, smrekarjevastrong , 63 m2, 2,5-sobno, zgrajeno l. 1895, adaptirano l. 2013, 12 nad., odlična lokacija, prodamo prenovljeno 2,5 sobno stanovanje v večstanovanjski meščanski hiši. stanovanje se nahaja v prvem nadstropju objekta brez dvigala in mu pripada parkiranje na skupnem parkirišču ter drvarnica. ima funkcionalno razporeditev in obsega: hodnik, kopalnico z wc, dnevno bivalni prostor s kuhinjo in dve spalnici. stanovanje je bilo v celoti obnovljeno l. 2015, letos pa bo obnovljena fasada objekta, novejša je tudi streha, prodamo. cena: 134.000,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-9998  div  ei v izdelavi
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6219125  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        br div class= lbl  style= width:auto;  šifra oglasa:div  div class= dsc  strong 20181017smrekarstrong div br div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p nahaja se v 11 stanovanjskem objektu z upravnikom in je etažirano. na voljo je takoj po plačilu celotne kupnine. vzhodna lega. ima vse priključke, plin, optika, ktv in kabelski internet. stroški so nizki. v bližini objekta se nahaja mpp, vrtec, oš, trgovina, zelene površine, itd. okolica je mirna, zelena in urejena. priložnost za nakup funkcionalnega stanovanja na dobri lokaciji!p 
p ogled oglaševane nepremičnine je za potencialnega kupca brezplačen in podpiše samo potrdilo o ogledu. prodajalčev pogoj pri prodaji nepremičnine je, da kupec prevzame plačilo polovičnega zneska za posredovanje od 4% pogodbeno dogovorjene vrednosti. kupec plača provizijo v višini 2% od pogodbeno dogovorjene vrednosti. v kolikor se potencialni kupec s tem ne strinja, ima posrednik pravico, z namenom zaščite interesa prodajalca, zavrniti ogled nepremičnine.p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        pro land, nepremičninsko posredovanje, d.o.o. br celovška cesta 150br 1000 ljubljanabr tel.: a href= tel:031311-399  onclick= trackoutboundlink('pro land, nepremičninsko posredovanje, d.o.o. 031311-399', 'oglas-click-tel');  031311-399a  natalija mihelič p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-siska-smrekarjeva-stanovanje_6219125/
1983,1,"LJ. ŠIŠKA, PODUTIK - NA ZELO DOBRI LOKACIJI",19.02.2019 ,115000.0,,74.0,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. šiška, podutik - na zelo dobri lokacijistrong , 74 m2, 3-sobno, zgrajeno l. 1983, adaptirano l. 2016, 338 m2 zemljišča, 11 nad., prodamo. cena: 115.000,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-5  cdiv  (35 - 60 kwhm2a)
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6201854  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p stanovanje se nahaja v zgornjem delu dvostanovanjske vrstne hiše in ima skupen vhod.p 
p v zgornejm delu je večja kuhinja z jedilnico in dnevno sobo ,večja kopalnica z wc-jem in dve ločeni sobi. stevci so ločeni.v stanovanju so najemniki.p 
p vsa infrastruktura je v bližini.p 
p vredno ogleda! p 
p za več informacij, me lahko kontaktirate na darja.sans.nepremicnine@gmail.com.p 
p prodajalec oz. lastnik nepremičnine pogojuje plačilo provizije posredovanja v višini 4 % na način, da kupec plača polovico omenjene obveznosti oziroma 2% od pogodbeno dogovorjene cene.p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        sans nepremičnine, d.o.o. br likozarjeva ulica 3br 1000 ljubljanabr tel.: a href= tel:040787-871  onclick= trackoutboundlink('sans nepremičnine, d.o.o. 040787-871', 'oglas-click-tel');  040787-871a , a href= tel:064270-817  onclick= trackoutboundlink('sans nepremičnine, d.o.o. 064270-817', 'oglas-click-tel');  064270-817a p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-siska-podutik-na-zelo-dobri-lokaciji-stanovanje_6201854/
1933,P,"LJ. ŠIŠKA, MOSTEC, UL. POD HRIBOM",19.02.2019 ,135000.0,,90.0,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. šiška, mostec, ul. pod hribomstrong , 90 m2, 4-sobno, zgrajeno l. 1933, adaptirano l. 2010, 35 m2 zemljišča, p2 nad., prodamo. cena: 135.000,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-9998  div  ei v izdelavi
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6123597  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p dve stanovanji za ceno enega! v pritličju je 1-sobno stan. preurejeno iz garaže in še enega prostora (neuradno stanovanje), z lastnim parkiriščem, v 1. nad. pa je 2,5 sobno stanovanje, opremljeno, zelenica, tristanovanjska hiša na idilični mirni legi ob gozdu, stanovanje  je znotraj adaptirano, ima veliko teraso, dve prehodni sobi in novo opremljeno kuhinjo z jedilnico, iz katere se pride še do shrambe. zakaj tako poceni? ni etažirano... nadstropje nižje sta še dva prostora, eden velik 1 m2 kot dodatni wc in pa 16 m2 velika ogrevana soba, ki je lahko mladinska soba ali delovni kabinet, ta soba je pritlična, ne kletna, in povezana s stanovanjem le preko skupnega hodnika te tristanovanjske hiše. zunaj je na voljo zelenica velikosti 3 avtomobilov,  namenjena le temu stanovanju! vseljivo takoj, ck mestni plin etažna peč, tudi topla voda. ena varščina, stroški posebej, niso visoki saj ni upravnika.br najugodnejša provizija 1,7 %  in ddv, agencija  poskrbi za varnost, pogodbo, primopredajo, lastni števci.p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        ugodnepremicnine - vehar sebastjan s.p. br polhov gradec 50br 1355 polhov gradecbr tel.: a href= tel:01364-00-90  onclick= trackoutboundlink('ugodnepremicnine - vehar sebastjan s.p. 01364-00-90', 'oglas-click-tel');  01364-00-90a , a href= tel:040899-998  onclick= trackoutboundlink('ugodnepremicnine - vehar sebastjan s.p. 040899-998', 'oglas-click-tel');  040899-998a p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-siska-mostec-ul-pod-hribom-stanovanje_6123597/
1930,P,"LJ. ŠIŠKA, MALGAJEVA ULICA TIVOLI",19.02.2019 ,135000.0,,45.0,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. šiška, malgajeva ulica tivolistrong , 45 m2, 3-sobno, zgrajeno l. 1930, adaptirano l. 2010, 40 m2 zemljišča, p3 nad., prodamo. cena: 135.000,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-9998  div  ei v izdelavi
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6233918  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p povsem prenovljeno stanovanje je predelano iz 2-sobnega v trosobno na način, da so kuhinjo dolžine 3 metre postavili kar v hodnik stanovanja, s čimer so pridobili dodatno sobo. skupaj so tako kar tri ločene sobe, vsaka imajo svoja vrata, v kopalnici je kad in ne tuš, na steni kopalnice pa plinska peč namestni plin, ki greje etažno centralno radiatorsko ogrevanje in tudi sanitarno vodo. tudi okna so nova in vsa obrnjena proti jugu in mirnemu zelenemu dvorišču. čeprav se nahaja na robu centra je povsem mirno, kajti bloki imajo na sredini veliko zeleno dvorišče, kamor avti sploh nimajo dostopa. je pa res parkiranje v okolici večji problem, a obstajajo dovolilnice ali najem garaže v bližini. pred samim stanovanjem na južni strani je 70 m2 veliko na novo tlakovano dvorišče namenjeno obešanju perila ali druženju, uporabljata ga le dve pritlični stnaovanji, čeprav je načeloma skupna lastnina bloka. sama stavba ima novo izolirano fasado in novo streho, deset metrov od vhoda v stanovanje je tudi klet velikosti cca. 3 m2 urejena s policami. lokacija je vrhunska, 100 m od celovške ceste in vseh avtobusnih linij, nasproti parka tivoli.br najugodnejša provizija 1,7 % od pogodbene cene in ddv. 15 let dobre prakse in dobre volje, vabljeni na ogled!p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        ugodnepremicnine - vehar sebastjan s.p. br polhov gradec 50br 1355 polhov gradecbr tel.: a href= tel:01364-00-90  onclick= trackoutboundlink('ugodnepremicnine - vehar sebastjan s.p. 01364-00-90', 'oglas-click-tel');  01364-00-90a , a href= tel:040899-998  onclick= trackoutboundlink('ugodnepremicnine - vehar sebastjan s.p. 040899-998', 'oglas-click-tel');  040899-998a p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-siska-malgajeva-ulica-tivoli-stanovanje_6233918/
1975,2,"LJ. ŠIŠKA, KOSEZE - UL. FRANCA MLAKARJA",19.02.2019 ,126000.0,,41.0,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. šiška, koseze - ul. franca mlakarjastrong , 41 m2, 1-sobno, zgrajeno l. 1975, adaptirano l. 2018, 22 nad., sončno-z stran; ob izvozu na lj obvoznico; vpisano v zk, ktv, optika, tel. ; zastekljen balkon; šola, vrtec v bližini; zelo nizki stroški;blizu narave, prodamo. cena: 126.000,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-9998  div  ei v izdelavi
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6226729  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p !!!  brez posrednikov - agencij  brez provizij !!!p 
p lokacija:prodamo 1-sobno stanovanje v urejenem naselju v kosezah v ljubljani. nahaja se v 2. nadstropju. sončno, na zahodni strani bloka. zemljiška knjiga urejena.p 
p opis: stanovanje ima veliko sobo (15,84 m2), kuhinjo (9,13 m2), kopalnico (3,09m2), predsobo (3,04 m2) in velik zastekljen balkon z žaluzijami zgrajen leta 2000 (7,74 m2), hkrati vgrajena pvc okna z roletami in žaluzijami. stanovanju pripada shramba v pritličju (2,10 m2), ter skupni prostori (kurilnica, kolesarnica in podstrešje). novembra 2018 zaključena popolna adaptacija stanovanja. nova vhodna protivlomna vrata. nova vodovodna instalacija, pregledana in dodatno zavarovana elektro instalacija, izolacija zunanjih sten in stropa (stiropor + knauf), nove talne obloge (laminat), prebeljeno, povsem nova kopalnica z banjo. nov kuhinjski blok z novo steklokeramično ploščo in pečico. zraven še starejši manjšim hladilnikom z zmrzovalnikom, ter jedilna miza z dvema klopema. v predsobi je omara za čevlje in pralni stroj.p 
p priključki: ogrevanje s plinsko centralno pečjo, ki je skupna za cel vhod (le 5 stanovanj) - zelo nizki stroški. skupni stroški so zelo nizki (voda, odvoz smeti, upravljanje, ogrevanje za 12 mesecev 840€ oz 70€ na mesec). vgrajeni kalorimetri – obračun ogrevanja po dejanski porabi. vgrajen števec za porabo bove – možnost odčitavanja in plačila vode po porabi. optični priključek t-2 in siol (vsa instalacija do stanovanja). možnost priklopa kabelske televizije (telemach).p 
p infrastruktura: v neposredni bližini uvoz na ljubljansko obvoznico in postaje mestnega potniškega prometa - najbližja oddaljena 100 m. šola in vrtec sta zelo blizu (do njiju je potrebno prečkati neprometno slepo ulico). policija na robu naselja (50 m). trgovina merkator in špar sta v oddaljenosti 500 m; v oddaljenosti 50 m privat trgovina (dolg delovni čas). prav tako je v bližini pošta, banka in tržnica.p 
p prosti čas: v bližnji okolici je koseški bajer, mostec, rožnik, toško čelo, pst,... veliko možnosti za hitro sprostitev v naravi in aktivno preživljanje prostega časa.p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        zasebna ponudbabr tel.: a href= tel:+386%2040%20624%20426  onclick= trackoutboundlink('0.zasebna ponudba +386 40 624 426', 'oglas-click-tel');  +386 40 624 426a p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-siska-koseze-ul-franca-mlakarja-stanovanje_6226729/
1975,2,"LJ. ŠIŠKA, KOSEZE",19.02.2019 ,126000.0,,40.5,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. šiška, kosezestrong , 40,5 m2, 1-sobno, zgrajeno l. 1975, adaptirano l. 2018, 22 nad., enosobno stanovanje v kosezah z velikim balkonom, prodamo. cena: 126.000,00 eurdiv 
	        
                
                
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6241567  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        br div class= lbl  style= width:auto;  šifra oglasa:div  div class= dsc  strong p3256strong div br div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p strong enosobno stanovanje v kosezahstrong br strong (22 nadstropje, l. 1975, prenovljeno l. 2018)strong p 
p prenovljeno stanovanje v kosezah, na mirni lokaciji v bližini obvoznice. je zelo svetlo in pravkar obnovljeno. oprema v stanovanju je nova in vključena v ceno. parkiranje je mogoče pred objektom, kjer je zadostno število parkirnih mest.  p 
p strong osnovne značilnostistrong p 
ul li dvigalo: neli 
li balkon: da  7,2 m2li 
li parkirno mesto:  pred objektomli 
li prenovljeno: v celoti leta 2018li 
ul p strong površinastrong p 
ul li skupne površine: 40,5 m2li 
li bivalne površine: 31,3 m2li 
li balkona: 7,2 m2li 
li kleti: 2 m2li 
ul p strong razporeditev sobstrong p 
ul li vstopni hodnikli 
li kopalnicali 
li kuhinja z jedilnico in izhodom na balkonli 
li spalnicali 
ul p strong opremastrong p 
ul li oprema vključena v ceno: da  vsa oprema je vključena v ceno in ostane v stanovanju.li 
li vsa oprema je odlično ohranjena oziroma nova, kupljena l. 2018li 
li klima: neli 
li vgradne omare, vgrajene l. 2018li 
ul p strong prenovastrong p 
ul li l. 2018: elektro inštalacije, pohištvoli 
li l. 2017: streha na objektuli 
ul p strong priključkistrong p 
ul li internet: optikali 
li ogrevanje: plinli 
ul p strong legastrong p 
ul li sever  vzhod: kuhinja z jedilnico, balkon, spalnicali 
ul p strong infrastrukturastrong p 
p stanovanje je v kosezah v bližini obvoznice. lokacija nudi vse prednosti mestnega življenja, hkrati pa omogoča hitri pobeg v naravo in aktivno preživljanje prostega časa. udobno in sproščeno bivanje nudi vsa potrebna infrastruktura. osnovna šola, vrtec, pošta, lekarna in gostinski lokali so v neposredni bližini.p 
p strong ostalo ponudbo naših nepremičnin, novogradenj ter iskalcev nepremičnin si lahko ogledate na spodnji povezavi nad referenčno številko!strong p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        mesto nepremičnin d.o.o. br podmilščakova ulica 25br 1000 ljubljanabr tel.: a href= tel:031758-972  onclick= trackoutboundlink('mesto nepremičnin d.o.o. 031758-972', 'oglas-click-tel');  031758-972a  niko maučec, a href= tel:051650-777  onclick= trackoutboundlink('mesto nepremičnin d.o.o. 051650-777', 'oglas-click-tel');  051650-777a  pisarna, a href= tel:01507-10-60  onclick= trackoutboundlink('mesto nepremičnin d.o.o. 01507-10-60', 'oglas-click-tel');  01507-10-60a  pisarnap div ",https://www.nepremicnine.net/oglasi-prodaja/lj-siska-koseze-stanovanje_6241567/
1900,VP,"LJ. ŠIŠKA, FRANKOPANSKA ULICA",19.02.2019 ,104990.0,,52.7,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. šiška, frankopanska ulicastrong , 52,7 m2, 2-sobno, zgrajeno l. 1900, adaptirano l. 2011, vp2 nad., prodamo. cena: 104.990,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-9998  div  ei v izdelavi
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6239766  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p prodaja se zelo lepo svetlo zraven tivolija dvosobno stanovanje v hiši v bruto izmeri 52,70 m2 (41m2 stanovanje ostalo balkon in klet), razporeditev je: predprostor, bivalna kuhinja z dnevnim prostorom, spalnica, kopalnica in balkon v izmeri 5,10 m2, klet v izmeri 7,80 m2, v celoti prenovljeno l.1984,s tem da je streha bila prenovljena l.2002 in stanovanje je bilo prenovljeno in sicer l.2012 (tla, okna, rolete, kuhinja, vrata, elektrika), vsi priključki, vsa infrastruktura v bližini, gretje toplovod, p 
p prodajalec oz. lastnik nepremičnine pogojuje plačilo provizije posredovanja v višini 4 % na način, da kupec plača polovico omenjene obveznosti oziroma 2% od pogodbeno dogovorjene cene.p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        sans nepremičnine, d.o.o. br likozarjeva ulica 3br 1000 ljubljanabr tel.: a href= tel:040787-871  onclick= trackoutboundlink('sans nepremičnine, d.o.o. 040787-871', 'oglas-click-tel');  040787-871a , a href= tel:064270-817  onclick= trackoutboundlink('sans nepremičnine, d.o.o. 064270-817', 'oglas-click-tel');  064270-817a p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-siska-frankopanska-ulica-stanovanje_6239766/
