new,points,price,location,size,url,distance,active,first_capture_date,last_capture_date,found_location,built,floor,page,text
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p oddam garsonjero, 34 m2 v šiški nasproti aleje, opremljeno, blok, 2 nadstropje, dvigalo, balkon, centralno ogrevanje, vsa infrastruktura v radiju 200m.p p cena 450 eur mesečno plus stroški.p p varščina 500 eur.p p ob podpisu pogodbe plačilo prvega obroka in varščine.p p info: 041 840 379p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:031780-443 onclick= trackoutboundlink('0.zasebna ponudba 031780-443', 'oglas-click-tel'); 031780-443a p div"
False,30,480.0,sp. šiška,32.6,https://www.nepremicnine.net/oglasi-oddaja/sp-siska-stanovanje_6361318/,2.8790541203676154,True,2020-09-08 10:21:20.877558,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Šiška, Ljubljana, Upravna Enota Ljubljana, 1001, Slovenija]>",1966.0,,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca sp. šiškastrong , 32,6 m2, 1-sobno, zgrajeno l. 1966, adaptirano l. 2018, oddamo. cena: 480,00 eurmesdiv 
	    
        
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6361318 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    br div class= lbl style= width:auto; šifra oglasa:div div class= dsc strong os25494sdstrong div br div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p v spodnji šiški oddamo lepo, vzdrževano, delno prenovljeno 1-sobno stanovanje, bivalne površine 32,6 m2.br stanovanje se nahaja v lepo urejenem večstanovanjskem bloku, z novo fasado,  v 2. nadstropju. stanovanje  je izredno funkcionalno in je sestavljeno iz predprostora (2,14 m2), iz katerega je vhod v manjšo popolnoma prenovljeno kopalnico s tuš kabino in pralnim strojem (2,8 m2), dnevno sobo s kuhinjo (14,05 m2) z veliko naravne svetlobe in francoskim balkonom in svetlo prostorno spalnico (15,79 m2). br parkiranje je urejeno pred objektom za zapornico. ogrevanje na toplovod, sanitarna voda na električni bojler.  optični internet, naročnino sklene najemnik po svoji izbiri. ostali stroški (za 2 osebi) so: upravnik z ogrevanjem, elektrika, rtv cca. 110-140€. p p izredno dobra lokacija na jami nudi vso potrebno infrastrukturo za brezskrben in udoben vsakdanjik (lpp, banka, pošta, trgovine …), bližina rekreacijskih površin tivoli, rožnik, mostec.p p primerno za eno osebo ali par brez otrok. hišni ljubljenčki in kadilci niso zaželjeni. p p stanovanje bo na voljo za vselitev 1.10.br vljudno vabljeni na ogled.p p pogoj najemodajalca za sklenitev posla: najemnik prevzame v plačilo del stroška sestave najemne pogodbe, kar vključuje naslednja dejanja posrednika: izvedbo primopredaje nepremičnine in sestavo zapisnika, sodelovanje pri prepisu naročnin, pripravo in hrambo slikovnega gradiva, t.j. najemnik pri oglaševani najemnini plača 520,00 eur plus 22 % ddv.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    ljubljana nepremičnine d.o.o. br cesta na brdo 69br 1000 ljubljanabr tel.: a href= tel:01244-50-00 onclick= trackoutboundlink('ljubljana nepremičnine d.o.o. 01244-50-00', 'oglas-click-tel'); 01244-50-00a tjaša rantp div"
False,30,499.0,"zelena jama, šmartinska cesta 70",25.0,https://www.nepremicnine.net/oglasi-oddaja/zelena-jama-smartinska-cesta-70-stanovanje_6343318/,2.33954781623214,True,2020-09-06 10:44:10.581359,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Šmartinska cesta, Zelena jama, Vodmat, Ljubljana, Upravna Enota Ljubljana, 1113, Slovenija]>",2010.0,5,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca zelena jama, šmartinska cesta 70strong , 25 m2, garsonjera, zgrajena l. 2010, 56 nad., garsonjera 25m2, šmartinska cesta, oddamo. cena: 499,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-1 a1div  (0 - 10 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6343318 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p oddamo garsonjero 25m² (+3m² klet) v novejšem bloku na šmartinski cesti 70, zelo moderno opremljeno, javno parkirišče v bližini, avtobusna postaja pred blokom, bližina btcja. oddamo za daljše obdobje, študent ali par. žal živali niso dovoljene. možna vselitev 8.7.2020.p p cena 499€ + stroški oz.po dogovoru!p p za več informacij in ogled pokličite 031306210.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:031306-210 onclick= trackoutboundlink('0.zasebna ponudba 031306-210', 'oglas-click-tel'); 031306-210a gašperp div"
False,30,420.0,zelena jama,36.0,https://www.nepremicnine.net/oglasi-oddaja/zelena-jama-stanovanje_6355212/,2.4646931702681307,True,2020-09-06 12:12:08.333599,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Zelena jama, Ljubljana, Upravna Enota Ljubljana, 1533, Slovenija]>",1910.0,VP,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca zelena jamastrong , 36 m2, garsonjera, zgrajena l. 1910, adaptirana l. 2012, visoko pritličje, oddamo. cena: 420,00 eurmesdiv 
	    
        
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6355212 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    br div class= lbl style= width:auto; šifra oglasa:div div class= dsc strong odd-2009806strong div br div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p na odlični lokaciji v ljubljani, v zeleni jami, oddamo stanovanje z lastnim ločenim vhodom v visokem pritličju obnovljene stavbe. stanovanje obsega predprostor, kuhinjo z jedilnico,svetlo sobo in kopalnico z wc. parkirni prostor je v bližini. stanovanje je bilo delno prenovljeno in je opremljeno. primerno je za urejeno samsko osebo, par brez otrok in za študente. domače živali niso dovoljene. enomesečna varščina, sprotno plačilo najemnine 420 eurmesec+stroški cca.100 eur mesec.p p ogled oglaševane nepremičnine je za potencialnega najemnika brezplačen in podpiše samo potrdilo o ogledu. najemodajalčev pogoj pri oddaji nepremičnine je, da najemnik prevzame v plačilo del stroška sestave najemne pogodbe, kar vključuje naslednja dejanja posrednika: izvedbo primopredaje nepremičnine in sestavo zapisnika, sodelovanje pri prepisu naročnin, pripravo in hrambo slikovnega gradiva, skladno s cenikom, navedenim v splošnih pogojih poslovanja nepremičninske družbe, t.j. najemnik pri oglaševani najemnini in dobi najema plača cca. 420 eur.br br strong vsak dan nekaj novega - več kot 2000 nepremičnin v naši ponudbi!br več na: www.sonce-nepremicnine.sistrong p p informacije na tej spletni strani so zgolj informativne narave in jih je potrebno preveriti v naši agenciji.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    sonce skupina d.o.o., pe ljubljana br dolenjska cesta 43br 1000 ljubljanabr tel.: a href= tel:041464-642 onclick= trackoutboundlink('sonce skupina d.o.o., pe ljubljana 041464-642', 'oglas-click-tel'); 041464-642a p div"
False,30,350.0,"ljubljana, center, ilirska ulica",23.0,https://www.nepremicnine.net/oglasi-oddaja/lj-center-ilirska-ulica-stanovanje_6362333/,0.9351835096976931,True,2020-09-13 21:52:34.456185,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Ilirska ulica, Poljane, Vodmat, Ljubljana, Upravna Enota Ljubljana, 1104, Slovenija]>",1960.0,4,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. center, ilirska ulicastrong , 23 m2, garsonjera, v stavbi zgrajeni l. 1960, 4. nad., oddamo. cena: 350,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- medicinska fakulteta br -- pravna fakulteta br -- zdravstvena fakulteta br br div 
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6362333 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p oddamo svetlo garsonjero, primerno za študente ali mlajši par. garsonjera ima kopalnico s tuš kabino, kuhinjo s pečico, hladilnikom in mizico z barskima stoloma, pograd. ima tudi zastekljeno ložo - balkon, ki se lahko uporablja kot delovna soba.p p v garsonjeri ni pralnega stroja.p p blok nima dvigala.p p 031720684 (nika)p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:031720-684 onclick= trackoutboundlink('0.zasebna ponudba 031720-684', 'oglas-click-tel'); 031720-684a p div"
False,30,450.0,"ljubljana, bežigrad",46.3,https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6361685/,2.454939652473417,True,2020-09-09 14:11:11.526994,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Bežigrad, Ljubljana, Upravna Enota Ljubljana, 1113, Slovenija]>",2000.0,4,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. bežigradstrong , 46,3 m2, garsonjera, zgrajena l. 2000, 46 nad., odlična lokacija, balkon, klet, lastniško parkirno mesto, primerno za eno osebo, oddamo. cena: 450,00 eurmesdiv 
	    
        
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6361685 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p osnovno o nepremičnini: stanovanje je zelo svetlo in  popolnoma opremljeno. pripada mu parkirno mesto v garažni etaži in kletni prostor. vseljivo takoj.p p dodatno o nepremičnini: stanovanje se nahaja na odlični lokaciji, v neposredni bližini je trgovina, avtobusna postaja, obvoznica vsa ostala infrastruktura. p p razporeditev prostorov: predprostor, kopalnica s kopalno kadjo in pralnim strojem, bivalni prostor s kuhinjo in izhodom na prostoren balkon. skupaj stanovanje obsega 46,3 m2.p p opremljenost: stanovanje je popolnoma opremljeno.p p vabimo vas, da se oglasite v naših pisarnah. poskrbimo za varen nakup in celotno podporo v postopku nakupa nepremičnine. vabljeni na ogled in na našo facebook stran!p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    roni nepremičnine d.o.o. br hacquetova ulica 9br 1000 ljubljanabr tel.: a href= tel:070720-834 onclick= trackoutboundlink('roni nepremičnine d.o.o. 070720-834', 'oglas-click-tel'); 070720-834a , a href= tel:059012-679 onclick= trackoutboundlink('roni nepremičnine d.o.o. 059012-679', 'oglas-click-tel'); 059012-679a p div"
False,30,450.0,"ljubljana, vič, poklukarjeva 10",27.0,https://www.nepremicnine.net/oglasi-oddaja/lj-vic-poklukarjeva-10-stanovanje_6362368/,2.637290817730788,True,2020-09-13 21:52:34.456185,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [10, Poklukarjeva ulica, Vrhovci, Ljubljana, Upravna Enota Ljubljana, SI-1000, Slovenija]>",2014.0,2,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. vič, poklukarjeva 10strong , 27 m2, garsonjera, adaptirana l. 2014, 2. nad., v bloku na poklukarjevi 10, ljubljana, oddamo 27 m2 veliko opremljeno garsonjero. vselitev možna takoj, oddamo. cena: 450,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- fakulteta za elektrotehniko br -- fakulteta za matematiko in fiziko br -- fakulteta za računalništvo in informatiko br br div 
        energ. razred:
        div class= icon16 ei ei-9998 div  ei v izdelavi
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6362368 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p v bloku na poklukarjevi 10, ljubljana, oddamo 27 m2 veliko opremljeno garsonjero.  garsonjeri pripada majhna klet.p p v bližini fakultet fri, fkkt, bf in ff, fm, fe. avtobusna postaja, banka, trgovina in ostala infrastruktura so v neposredni bližini.  parkiranje možno pred blokom.p p stroški vzdrževanja vključeni v ceno, najemnik posebej plača elektriko in internetni priključek.  kabel in optika na voljo.p p varščina 900 eur (dve najemnini).p p dodatne informacije na e-pošta: koperoktober@yahoo.com ali mob.: 041 519 601  - primožp div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041519-601 onclick= trackoutboundlink('0.zasebna ponudba 041519-601', 'oglas-click-tel'); 041519-601a p div"
False,30,500.0,"ljubljana, šiška, zraven obvoznice",46.1,https://www.nepremicnine.net/oglasi-oddaja/lj-siska-zraven-obvoznice-stanovanje_6339982/,2.8790541203676154,True,2020-09-11 19:19:45.140468,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Šiška, Ljubljana, Upravna Enota Ljubljana, 1001, Slovenija]>",1983.0,4,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. šiška, zraven obvoznicestrong , 46,1 m2, 1-sobno, zgrajeno l. 1983, 412 nad., oddamo. cena: 500,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-6 ddiv  (60 - 105 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6339982 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    br div class= lbl style= width:auto; šifra oglasa:div div class= dsc strong 2020525strong div br div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p prostorno stanovanje s krožno razporeditvijo prostorov. obsega kuhinjo z mizo in stoli (štedilnik na mestni plin, hladilnik), kopalnica (wc, kad, mestni toplovod), soba (garderobne omare), hodnik (omara za čevlje), pokrit balkon in kletna shramba v izmeri 2m2, skupaj 48,10m2. v neposredni bližini obvoznice, dvigalo, v lega, vsi priključki, vseljivo takoj, oddamo za daljše obdobje.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    nepremičnine agencius, kristijan mohorko s.p. br župančičeva ulica 11br 1000 ljubljanabr tel.: a href= tel:041711-142 onclick= trackoutboundlink('nepremičnine agencius, kristijan mohorko s.p. 041711-142', 'oglas-click-tel'); 041711-142a p div"
False,30,400.0,zg. šiška,30.0,https://www.nepremicnine.net/oglasi-oddaja/zg-siska-stanovanje_6360812/,2.8790541203676154,True,2020-09-06 14:11:47.517799,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Šiška, Ljubljana, Upravna Enota Ljubljana, 1001, Slovenija]>",1980.0,9,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca zg. šiškastrong , 30 m2, garsonjera, zgrajena l. 1980, 910 nad., zgornja siska - oddam opremljeno garsonjero z velikim balkonom, dovolj parkirisc, dober dostop, nakupovalno sredisce aleja v blizini, oddamo. cena: 400,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-4 b2div  (25 - 35 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6360812 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p zgornja siska - oddam opremljeno garsonjero, svetlo, velik balkon, urejen blok, dovolj parkirisc, blizina infrastrukture, nakupovalno sredisce aleja, itd.p p garsonjera ima predsobo s kuhinjo, velika kopalnica, velik glavni prostor z veliko garderobno omaro, velik balkon. opremljeno - pohistvo, pralni stroj, hladilnik.p p na voljo takoj. obvezno nekadilci in brez domačih živali. p p pogoji za najem stanovanja so:p p - varščina (v znesku 800 eur)p p - najemnina (v znesku 400 eur)p p kontakt: 040 216 284 (po 17. uri)p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:040216-284 onclick= trackoutboundlink('0.zasebna ponudba 040216-284', 'oglas-click-tel'); 040216-284a p div"
False,30,450.0,"ljubljana, bežigrad",33.0,https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6361115/,2.454939652473417,True,2020-09-08 10:21:20.877558,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Bežigrad, Ljubljana, Upravna Enota Ljubljana, 1113, Slovenija]>",2018.0,8,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. bežigradstrong , 33 m2, 1-sobno, adaptirano l. 2018, 811 nad., oddamo. cena: 450,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-4 b2div  (25 - 35 kwhm2a)
        !---- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p bratovševa ploščad, enosobno stanovanje 33 m2 oddam v 8. nadstropju. v stavbi sta dva dvigala. stanovanje je bilo popolnoma adaptirano v letu 2017 in je opremljeno. dnevni prostor je združen s kuhinjsko nišo, spalnica je ločena, zelo priročna kopalnica ter predsoba. zračno, svetlo in z lepim pogledom na kamniške planine vam omogoča prijetno bivanje. za zračnost pa je poskrbljeno s tremi okni v stanovanju.p p parkiranje je brezplačno dovoljeno stanovalcem na ploščadi pred stavbo. mesečni stroški poletipozimi znašajo od 60,00 do 100,00 eur, električna poraba pa po števcu. mesečna najemnina je 450,00 eur in kavcija v višini dveh najemnin. vselitev je možna 1.10.2020. vabljeni na ogled po predhodnem dogovoru na mobi:041207-277.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041207-277 onclick= trackoutboundlink('0.zasebna ponudba 041207-277', 'oglas-click-tel'); 041207-277a p div"
False,30,490.0,"ljubljana, bežigrad",46.0,https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6358033/,2.454939652473417,True,2020-09-06 12:12:08.333599,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Bežigrad, Ljubljana, Upravna Enota Ljubljana, 1113, Slovenija]>",1997.0,1,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. bežigradstrong , 46 m2, 1-sobno, zgrajeno l. 1997, 13 nad., zupančičeva jama, opremljeno, ck, tv in internetni priključek, klimatska naprava, v objektu je dvigalo, lastniško parkirno mesto v podzemni garaži, oddamo. cena: 490,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-6 ddiv  (60 - 105 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6358033 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p prijetno enosobno stanovanje z zanimivo razporeditvijo se nahaja v sodobno grajenem in urejenem bloku in obsega: predsobo, velik bivalni prostor v katerem so kuhinjska niša, dnevni prostor in spalna niša ter kopalnico.p p v kletni etaži se nahajata shramba in parkirno mesto.p p elektriko, vodo in ogrevanje se plača po porabi (števci).p p stanovanje se odda eni osebi ali paru, brez živali.p p pogoji lastnika za oddajo stanovanja so: da najemnik plača varščino v višini ene najemnine in prevzame dodatne stroške posrednika nastale pri najemu stanovanja po veljavnem ceniku.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    top nepremičnina d.o.o. br dragomerška cesta 20br 1351 brezovica pri ljubljanibr tel.: a href= tel:041402-222 onclick= trackoutboundlink('top nepremičnina d.o.o. 041402-222', 'oglas-click-tel'); 041402-222a p div"
False,30,500.0,"ljubljana, moste",24.3,https://www.nepremicnine.net/oglasi-oddaja/lj-moste-stanovanje_6352094/,2.698176805123079,True,2020-09-06 12:28:28.671428,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Moste, Ljubljana, Upravna Enota Ljubljana, 1533, Slovenija]>",1961.0,1,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. mostestrong , 24,3 m2, garsonjera, zgrajena l. 1961, adaptirana l. 2019, 14 nad., oddamo. cena: 500,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-9998 div  ei v izdelavi
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6352094 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    br div class= lbl style= width:auto; šifra oglasa:div div class= dsc strong 101157-315strong div br div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p na pokopališki ulici v mostah oddamo l. 2019 prenovljeno garsonjero v prvem nadstropju štirinadstropnega bloka. stanovanje je svetlo in obrnjeno na južno stran. stanovanje ima 24,3 m2 od tega 3 m2 kleti.p p stanovanje je v celoti opremljeno, sedežna garnitura se raztegne v ležišče, miza s stoli, opremljena kuhinja, notri je tudi pralno-sušilni stroj.p p vsi stroški (razen tvinternet), stanejo povprečno 90 €mesec. poleti cca 70 €, pozimi 110 €. br pogoj najema: plačilo varščine v višini enomesečne najemnine in plačilo stroškov primopredaje, najemne pogodbe v višini 500 €+ddv. stanovanje oddamo samski osebi.p p garsonjera je prazna in takoj na voljo za vselitev. p p vljudno vabljeni k ogledu.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    aeon nepremičnine, d.o.o. br cesta 24. junija 25br 1000 ljubljanabr tel.: a href= tel:040353-121 onclick= trackoutboundlink('aeon nepremičnine, d.o.o. 040353-121', 'oglas-click-tel'); 040353-121a matija severp div"
False,30,500.0,"ljubljana, šiška",50.0,https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6360702/,2.8790541203676154,True,2020-09-06 14:11:47.517799,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Šiška, Ljubljana, Upravna Enota Ljubljana, 1001, Slovenija]>",2018.0,,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. šiškastrong , 50 m2, 1-sobno, adaptirano l. 2018, oddamo. cena: cca 500,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-9999 div  ei ni potrebna (334.člen ez-1)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6360702 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p urejeno stanovanje lahko postane prijeten dom zanesljivemu paru ali posamezniku.domači ljubljenčki in kajenje ni zaželjeno.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:01505-29-20 onclick= trackoutboundlink('0.zasebna ponudba 01505-29-20', 'oglas-click-tel'); 01505-29-20a p div"
False,30,500.0,"ljubljana, bežigrad",39.1,https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6357934/,2.454939652473417,True,2020-09-06 12:00:45.093596,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Bežigrad, Ljubljana, Upravna Enota Ljubljana, 1113, Slovenija]>",1975.0,1,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. bežigradstrong , 39,1 m2, 1-sobno, zgrajeno l. 1975, adaptirano l. 2010, 14 nad., oddamo mirni osebi.kajenje in živali niso dovoljene. nizki obratovalni stroški(daljinski toplovod), kabelski priključek za tv in internet. balkon, oddamo. cena: 500,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- ekonomska fakulteta br -- fakulteta za družbene vede br -- pedagoška fakulteta br br div 
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6357934 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p oddamo svetlo enosobno stanovanje primerno za eno ali dve osebi. stanovanje se nahaja na bratovševi ploščadi in obsega predsobo z vgradno omaro, bivalni prostor z izhodom na zastekljen balkon s pogledom na park, kopalnico in ločeno kuhinjo. stanovanje je obnovljeno(okna in protivlomna vrata), primerno za takojšnjo vselitev. v neposredni bližini se nahajajo trgovine(mercator, tuš, hofer), banka, lekarna in ostala potrebna infrastruktura.odlična povezava z mestnim in primestnim prometom (avtobus št. 6,8,11,14, železniška postaja).dostop do obvoznice enostaven in hiter. parkiranje možno pred blokom na skupnih parkiriščih.br br stanovanje se oddaja za 1 leto z možnostjo podaljšanja.br br pogoj za najem stanovanja je plačilo varščine v znesku enomesečne najemnine in plačilo mesečne najemnine vnaprej. mesečni stroški niso všteti v ceno najemnine.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041775-832 onclick= trackoutboundlink('0.zasebna ponudba 041775-832', 'oglas-click-tel'); 041775-832a p div"
False,30,450.0,"ljubljana, bežigrad",25.4,https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6356055/,2.454939652473417,True,2020-09-06 12:02:08.511711,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Bežigrad, Ljubljana, Upravna Enota Ljubljana, 1113, Slovenija]>",2006.0,,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. bežigradstrong , 25,4 m2, garsonjera, zgrajena l. 2006, oddamo. cena: 450,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-5 cdiv  (35 - 60 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6356055 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    br div class= lbl style= width:auto; šifra oglasa:div div class= dsc strong os09200sdstrong div br div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription oddamo moderno kompletno opremljeno garsonjero v v zelo urejenem bloku, kuhinja s sobo, hodnik, kopalnica, pralni stroj. primerno zgolj za 1 osebo, za študente ni primerno. parkirno mesto v garaži. vseljivo takoj. 2 varščini. domače živali niso dovoljene.pogoj najemodajalca za sklenitev posla: najemnik prevzame v plačilo del stroška sestave najemne pogodbe, kar vključuje naslednja dejanja posrednika: izvedbo primopredaje nepremičnine in sestavo zapisnika, sodelovanje pri prepisu naročnin, pripravo in hrambo slikovnega gradiva, skladno s cenikom, navedenim v splošnih pogojih poslovanja nepremičninske družbe, t.j. najemnik pri oglaševani najemnini plača 450 eur plus 22 % ddv.div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
